Index,CorrectRate,Score,ln,
6845,0.5,0,1.653617988,1.612551681
6966,0.5,0,1.643191539,1.612551681
7054,0.5,0,1.632873138,1.612551681
7177,0.5,0,1.653617988,1.643191539
7182,0.5,0,1.653617988,1.622660568
7210,0.5,0,1.632873138,1.632873138
7398,0.5,0,1.643191539,1.643191539
7420,0.5,0,1.622660568,1.622660568
7428,0.5,0,1.643191539,1.632873138
7475,0.5,0,1.653617988,1.643191539
7528,0.5,0,1.643191539,1.632873138
7610,0.5,0,1.622660568,1.612551681
7782,0.5,0,1.653617988,1.643191539
7786,0.5,0,1.653617988,1.612551681
7831,0.5,0,1.643191539,1.632873138
7909,0.5,0,1.622660568,1.632873138
7924,0.5,0,1.622660568,1.653617988
7944,0.5,0,1.622660568,1.643191539
7971,0.5,0,1.653617988,1.643191539
8014,0.5,0,1.632873138,1.643191539
8168,0.5,0,1.612551681,1.622660568
8169,0.5,0,1.643191539,1.612551681
8191,0.5,0,1.612551681,1.622660568
8238,0.5,0,1.643191539,1.612551681
8248,0.5,0,1.643191539,1.643191539
8307,0.5,0,1.622660568,1.622660568
8437,0.5,0,1.653617988,1.643191539
8461,0.5,0,1.653617988,1.622660568
8506,0.5,0,1.622660568,1.653617988
8603,0.5,0,1.622660568,1.643191539
8693,0.5,0,1.653617988,1.622660568
8771,0.5,0,1.643191539,1.612551681
8809,0.5,0,1.622660568,1.653617988
8858,0.5,0,1.632873138,1.653617988
8886,0.5,0,1.653617988,1.653617988
8939,0.5,0,1.612551681,1.632873138
9000,0.5,0,1.653617988,1.612551681
9062,0.5,0,1.643191539,1.622660568
9107,0.5,0,1.653617988,1.653617988
9110,0.5,0,1.632873138,1.643191539
9112,0.5,0,1.632873138,1.632873138
9116,0.5,0,1.622660568,1.653617988
9185,0.5,0,1.622660568,1.643191539
9195,0.5,0,1.643191539,1.612551681
9206,0.5,0,1.612551681,1.653617988
9267,0.5,0,1.632873138,1.612551681
9312,0.5,0,1.643191539,1.643191539
9327,0.5,0,1.632873138,1.612551681
9369,0.5,0,1.612551681,1.632873138
9372,0.5,0,1.612551681,1.612551681
9415,0.5,0,1.643191539,1.612551681
9469,0.5,0,1.622660568,1.632873138
9488,0.5,0,1.632873138,1.653617988
9521,0.5,0,1.622660568,1.632873138
9538,0.5,0,1.632873138,1.653617988
9587,0.5,0,1.622660568,1.643191539
9766,0.5,0,1.622660568,1.653617988
9812,0.5,0,1.612551681,1.622660568
9863,0.5,0,1.632873138,1.632873138
9866,0.5,0,1.643191539,1.612551681
9869,0.5,0,1.632873138,1.653617988
9874,0.5,0,1.643191539,1.632873138
9895,0.5,0,1.643191539,1.643191539
9969,0.5,0,1.632873138,1.612551681
10057,0.5,0,1.612551681,1.622660568
10060,0.5,0,1.622660568,1.632873138
10064,0.5,0,1.612551681,1.653617988
10089,0.5,0,1.643191539,1.653617988
10108,0.5,0,1.632873138,1.643191539
10266,0.5,0,1.622660568,1.612551681
10272,0.5,0,1.632873138,1.622660568
10333,0.5,0,1.643191539,1.643191539
10364,0.5,0,1.622660568,1.612551681
10511,0.5,0,1.622660568,1.632873138
10583,0.5,0,1.612551681,1.632873138
10652,0.5,0,1.612551681,1.643191539
10742,0.5,0,1.612551681,1.612551681
10771,0.5,0,1.622660568,1.612551681
10855,0.5,0,1.653617988,1.643191539
10987,0.5,0,1.622660568,1.653617988
11121,0.5,0,1.612551681,1.622660568
11169,0.5,0,1.643191539,1.653617988
11267,0.5,0,1.653617988,1.622660568
11345,0.5,0,1.653617988,1.653617988
11383,0.5,0,1.622660568,1.643191539
11399,0.5,0,1.643191539,1.632873138
11403,0.5,0,1.632873138,1.632873138
11485,0.5,0,1.612551681,1.643191539
11493,0.5,0,1.653617988,1.643191539
11519,0.5,0,1.632873138,1.653617988
11547,0.5,0,1.653617988,1.643191539
11661,0.5,0,1.622660568,1.653617988
11733,0.5,0,1.632873138,1.612551681
11755,0.5,0,1.622660568,1.643191539
11776,0.5,0,1.653617988,1.612551681
11795,0.5,0,1.632873138,1.632873138
11823,0.5,0,1.653617988,1.632873138
11862,0.5,0,1.612551681,1.622660568
11955,0.5,0,1.653617988,1.653617988
11961,0.5,0,1.643191539,1.643191539
11992,0.5,0,1.643191539,1.612551681
12123,0.5,0,1.643191539,1.622660568
12164,0.5,0,1.622660568,1.622660568
12537,0.5,0,1.622660568,1.653617988
12565,0.5,0,1.643191539,1.622660568
12581,0.5,0,1.622660568,1.653617988
12624,0.5,0,1.632873138,1.632873138
12652,0.5,0,1.612551681,1.612551681
12663,0.5,0,1.632873138,1.632873138
12665,0.5,0,1.612551681,1.612551681
12674,0.5,0,1.622660568,1.653617988
12777,0.5,0,1.612551681,1.653617988
12785,0.5,0,1.632873138,1.632873138
12789,0.5,0,1.612551681,1.653617988
12880,0.5,0,1.643191539,1.643191539
12905,0.5,0,1.612551681,1.643191539
13041,0.5,0,1.612551681,1.622660568
13042,0.5,0,1.643191539,1.612551681
13052,0.5,0,1.612551681,1.622660568
13056,0.5,0,1.612551681,1.632873138
13075,0.5,0,1.622660568,1.622660568
13092,0.5,0,1.612551681,1.632873138
13141,0.5,0,1.622660568,1.622660568
13144,0.5,0,1.612551681,1.643191539
13155,0.5,0,1.622660568,1.653617988
13175,0.5,0,1.612551681,1.653617988
13387,0.5,0,1.643191539,1.632873138
13444,0.5,0,1.653617988,1.622660568
13601,0.5,0,1.622660568,1.653617988
13629,0.5,0,1.632873138,1.653617988
13631,0.5,0,1.632873138,1.622660568
13659,0.5,0,1.643191539,1.653617988
13683,0.5,0,1.653617988,1.653617988
13862,0.5,0,1.612551681,1.632873138
13894,0.5,0,1.653617988,1.643191539
13920,0.5,0,1.653617988,1.653617988
13943,0.5,0,1.653617988,1.653617988
13967,0.5,0,1.632873138,1.632873138
14121,0.5,0,1.643191539,1.653617988
14318,0.5,0,1.632873138,1.622660568
14470,0.5,0,1.643191539,1.653617988
14524,0.5,0,1.653617988,1.632873138
14670,0.5,0,1.653617988,1.632873138
14683,0.5,0,1.653617988,1.653617988
14705,0.5,0,1.622660568,1.612551681
14758,0.5,0,1.653617988,1.632873138
14806,0.5,0,1.622660568,1.643191539
14893,0.5,0,1.612551681,1.622660568
14900,0.5,0,1.622660568,1.643191539
14975,0.5,0,1.643191539,1.643191539
15088,0.5,0,1.612551681,1.632873138
15102,0.5,0,1.632873138,1.632873138
15160,0.5,0,1.612551681,1.632873138
15375,0.5,0,1.653617988,1.622660568
15405,0.5,0,1.612551681,1.643191539
15408,0.5,0,1.612551681,1.653617988
15485,0.5,0,1.653617988,1.622660568
15532,0.5,0,1.653617988,1.643191539
16037,0.5,0,1.622660568,1.632873138
16077,0.5,0,1.632873138,1.653617988
16142,0.5,0,1.632873138,1.653617988
16179,0.5,0,1.643191539,1.653617988
16246,0.5,0,1.643191539,1.632873138
16302,0.5,0,1.622660568,1.622660568
16377,0.5,0,1.612551681,1.653617988
16440,0.5,0,1.632873138,1.653617988
16481,0.5,0,1.643191539,1.643191539
16539,0.5,0,1.653617988,1.643191539
16555,0.5,0,1.622660568,1.622660568
16692,0.5,0,1.632873138,1.622660568
16713,0.5,0,1.622660568,1.612551681
16723,0.5,0,1.643191539,1.653617988
16788,0.5,0,1.622660568,1.612551681
16830,0.5,0,1.612551681,1.622660568
16920,0.5,0,1.643191539,1.653617988
16987,0.5,0,1.612551681,1.632873138
17078,0.5,0,1.612551681,1.632873138
17121,0.5,0,1.643191539,1.632873138
17140,0.5,0,1.632873138,1.653617988
17247,0.5,0,1.612551681,1.612551681
17414,0.5,0,1.632873138,1.632873138
17497,0.5,0,1.643191539,1.643191539
17527,0.5,0,1.653617988,1.632873138
17571,0.5,0,1.653617988,1.612551681
17593,0.5,0,1.632873138,1.632873138
17716,0.5,0,1.643191539,1.622660568
17722,0.5,0,1.643191539,1.653617988
17723,0.5,0,1.653617988,1.653617988
17743,0.5,0,1.653617988,1.612551681
17794,0.5,0,1.643191539,1.622660568
17813,0.5,0,1.653617988,1.632873138
17911,0.5,0,1.653617988,1.622660568
17923,0.5,0,1.622660568,1.622660568
17964,0.5,0,1.622660568,1.622660568
17983,0.5,0,1.653617988,1.653617988
17999,0.5,0,1.632873138,1.643191539
18076,0.5,0,1.622660568,1.643191539
18139,0.5,0,1.643191539,1.622660568
18285,0.5,0,1.622660568,1.653617988
18301,0.5,0,1.612551681,1.612551681
18302,0.5,0,1.612551681,1.612551681
18307,0.5,0,1.612551681,1.643191539
18533,0.5,0,1.653617988,1.643191539
18547,0.5,0,1.612551681,1.643191539
18561,0.5,0,1.632873138,1.632873138
18683,0.5,0,1.622660568,1.612551681
18702,0.5,0,1.632873138,1.612551681
18751,0.5,0,1.653617988,1.612551681
18868,0.5,0,1.653617988,1.612551681
18897,0.5,0,1.622660568,1.612551681
18917,0.5,0,1.622660568,1.643191539
19359,0.5,0,1.622660568,1.653617988
19531,0.5,0,1.622660568,1.653617988
19546,0.5,0,1.622660568,1.632873138
19592,0.5,0,1.622660568,1.653617988
19593,0.5,0,1.622660568,1.632873138
19934,0.5,0,1.653617988,1.612551681
19984,0.5,0,1.643191539,1.622660568
20069,0.5,0,1.622660568,1.653617988
20079,0.5,0,1.653617988,1.612551681
20160,0.5,0,1.612551681,1.612551681
20213,0.5,0,1.653617988,1.653617988
20229,0.5,0,1.612551681,1.643191539
20294,0.5,0,1.653617988,1.643191539
20445,0.5,0,1.632873138,1.653617988
20556,0.5,0,1.653617988,1.632873138
20603,0.5,0,1.612551681,1.612551681
20744,0.5,0,1.643191539,1.653617988
20748,0.5,0,1.632873138,1.653617988
20912,0.5,0,1.612551681,1.643191539
20935,0.5,0,1.612551681,1.612551681
20961,0.5,0,1.643191539,1.653617988
21028,0.5,0,1.653617988,1.653617988
21031,0.5,0,1.653617988,1.643191539
21212,0.5,0,1.622660568,1.612551681
21320,0.5,0,1.622660568,1.622660568
21370,0.5,0,1.622660568,1.632873138
21439,0.5,0,1.612551681,1.612551681
21465,0.5,0,1.632873138,1.622660568
21540,0.5,0,1.643191539,1.653617988
21545,0.5,0,1.622660568,1.643191539
21627,0.5,0,1.632873138,1.632873138
21704,0.5,0,1.622660568,1.643191539
21840,0.5,0,1.643191539,1.643191539
21963,0.5,0,1.653617988,1.643191539
22069,0.5,0,1.632873138,1.632873138
22077,0.5,0,1.643191539,1.632873138
22145,0.5,0,1.632873138,1.653617988
22186,0.5,0,1.612551681,1.653617988
22349,0.5,0,1.622660568,1.632873138
22398,0.5,0,1.632873138,1.622660568
22451,0.5,0,1.632873138,1.612551681
22472,0.5,0,1.653617988,1.622660568
22632,0.5,0,1.622660568,1.632873138
22633,0.5,0,1.632873138,1.622660568
22804,0.5,0,1.632873138,1.643191539
22815,0.5,0,1.612551681,1.612551681
22897,0.5,0,1.653617988,1.632873138
22910,0.5,0,1.622660568,1.622660568
22927,0.5,0,1.612551681,1.643191539
22994,0.5,0,1.632873138,1.622660568
23073,0.5,0,1.632873138,1.643191539
23093,0.5,0,1.612551681,1.653617988
23152,0.5,0,1.622660568,1.622660568
23181,0.5,0,1.632873138,1.632873138
23217,0.5,0,1.643191539,1.643191539
23220,0.5,0,1.612551681,1.622660568
23252,0.5,0,1.632873138,1.632873138
23287,0.5,0,1.653617988,1.632873138
23288,0.5,0,1.643191539,1.612551681
23317,0.5,0,1.653617988,1.632873138
23341,0.5,0,1.612551681,1.643191539
23381,0.5,0,1.643191539,1.653617988
23393,0.5,0,1.612551681,1.643191539
23426,0.5,0,1.632873138,1.653617988
23454,0.5,0,1.653617988,1.612551681
23632,0.5,0,1.632873138,1.612551681
23681,0.5,0,1.643191539,1.622660568
23717,0.5,0,1.622660568,1.622660568
23738,0.5,0,1.643191539,1.653617988
23748,0.5,0,1.643191539,1.632873138
23817,0.5,0,1.643191539,1.632873138
23925,0.5,0,1.643191539,1.643191539
23933,0.5,0,1.632873138,1.632873138
23962,0.5,0,1.643191539,1.643191539
23994,0.5,0,1.622660568,1.643191539
24066,0.5,0,1.622660568,1.622660568
24096,0.5,0,1.632873138,1.612551681
24128,0.5,0,1.643191539,1.653617988
24178,0.5,0,1.653617988,1.653617988
24251,0.5,0,1.653617988,1.632873138
24295,0.5,0,1.612551681,1.653617988
24300,0.5,0,1.622660568,1.622660568
24371,0.5,0,1.632873138,1.612551681
24376,0.5,0,1.643191539,1.653617988
24438,0.5,0,1.643191539,1.632873138
24535,0.5,0,1.632873138,1.643191539
24612,0.5,0,1.643191539,1.653617988
24617,0.5,0,1.643191539,1.622660568
24693,0.5,0,1.612551681,1.643191539
24770,0.5,0,1.632873138,1.653617988
24794,0.5,0,1.622660568,1.612551681
24891,0.5,0,1.612551681,1.643191539
24971,0.5,0,1.622660568,1.632873138
25027,0.5,0,1.612551681,1.622660568
25042,0.5,0,1.612551681,1.653617988
25097,0.5,0,1.622660568,1.622660568
25180,0.5,0,1.612551681,1.632873138
25239,0.5,0,1.653617988,1.622660568
25263,0.5,0,1.632873138,1.622660568
25297,0.5,0,1.612551681,1.653617988
25343,0.5,0,1.632873138,1.632873138
25351,0.5,0,1.622660568,1.653617988
25457,0.5,0,1.653617988,1.612551681
25538,0.5,0,1.643191539,1.612551681
25600,0.5,0,1.643191539,1.653617988
25682,0.5,0,1.622660568,1.632873138
25711,0.5,0,1.653617988,1.622660568
25876,0.5,0,1.612551681,1.612551681
25887,0.5,0,1.653617988,1.632873138
25979,0.5,0,1.653617988,1.622660568
26059,0.5,0,1.643191539,1.643191539
26069,0.5,0,1.612551681,1.632873138
26092,0.5,0,1.612551681,1.643191539
26267,0.5,0,1.622660568,1.643191539
26290,0.5,0,1.653617988,1.612551681
26294,0.5,0,1.622660568,1.653617988
26363,0.5,0,1.612551681,1.612551681
26435,0.5,0,1.643191539,1.653617988
26524,0.5,0,1.643191539,1.632873138
26531,0.5,0,1.653617988,1.612551681
26638,0.5,0,1.653617988,1.612551681
26669,0.5,0,1.643191539,1.622660568
26681,0.5,0,1.612551681,1.612551681
26700,0.5,0,1.612551681,1.632873138
26758,0.5,0,1.632873138,1.643191539
27028,0.5,0,1.632873138,1.622660568
27179,0.5,0,1.612551681,1.632873138
27225,0.5,0,1.622660568,1.622660568
27245,0.5,0,1.643191539,1.653617988
27283,0.5,0,1.622660568,1.632873138
27395,0.5,0,1.622660568,1.632873138
27412,0.5,0,1.653617988,1.643191539
27420,0.5,0,1.612551681,1.622660568
27450,0.5,0,1.653617988,1.612551681
27475,0.5,0,1.622660568,1.643191539
27486,0.5,0,1.653617988,1.653617988
27541,0.5,0,1.632873138,1.653617988
27622,0.5,0,1.632873138,1.643191539
27694,0.5,0,1.622660568,1.653617988
27695,0.5,0,1.622660568,1.653617988
27700,0.5,0,1.622660568,1.632873138
27729,0.5,0,1.643191539,1.643191539
27771,0.5,0,1.622660568,1.622660568
27825,0.5,0,1.653617988,1.622660568
27840,0.5,0,1.643191539,1.632873138
27907,0.5,0,1.653617988,1.622660568
27932,0.5,0,1.643191539,1.622660568
27982,0.5,0,1.612551681,1.632873138
27995,0.5,0,1.653617988,1.632873138
28127,0.5,0,1.653617988,1.632873138
28189,0.5,0,1.622660568,1.612551681
28198,0.5,0,1.653617988,1.622660568
28240,0.5,0,1.622660568,1.632873138
28324,0.5,0,1.622660568,1.622660568
28434,0.5,0,1.653617988,1.612551681
28481,0.5,0,1.612551681,1.653617988
28493,0.5,0,1.612551681,1.632873138
28528,0.5,0,1.612551681,1.622660568
28672,0.5,0,1.643191539,1.653617988
28676,0.5,0,1.643191539,1.622660568
28766,0.5,0,1.653617988,1.612551681
28840,0.5,0,1.612551681,1.653617988
28892,0.5,0,1.622660568,1.643191539
29034,0.5,0,1.643191539,1.612551681
29218,0.5,0,1.643191539,1.622660568
29251,0.5,0,1.612551681,1.632873138
29258,0.5,0,1.622660568,1.622660568
29292,0.5,0,1.632873138,1.622660568
29363,0.5,0,1.632873138,1.612551681
29437,0.5,0,1.643191539,1.643191539
29533,0.5,0,1.653617988,1.643191539
29554,0.5,0,1.643191539,1.622660568
29602,0.5,0,1.612551681,1.622660568
29710,0.5,0,1.622660568,1.612551681
29792,0.5,0,1.653617988,1.643191539
29871,0.5,0,1.632873138,1.632873138
29919,0.5,0,1.622660568,1.632873138
29936,0.5,0,1.653617988,1.653617988
29975,0.5,0,1.632873138,1.622660568
30004,0.5,0,1.653617988,1.622660568
30024,0.5,0,1.632873138,1.653617988
30065,0.5,0,1.622660568,1.612551681
30184,0.5,0,1.653617988,1.612551681
30215,0.5,0,1.653617988,1.612551681
30256,0.5,0,1.622660568,1.622660568
30269,0.5,0,1.612551681,1.653617988
30340,0.5,0,1.643191539,1.653617988
30366,0.5,0,1.632873138,1.612551681
30416,0.5,0,1.632873138,1.653617988
30445,0.5,0,1.643191539,1.612551681
30486,0.5,0,1.653617988,1.612551681
30488,0.5,0,1.653617988,1.612551681
30525,0.5,0,1.622660568,1.622660568
30539,0.5,0,1.653617988,1.653617988
30564,0.5,0,1.653617988,1.653617988
30608,0.5,0,1.622660568,1.622660568
30648,0.5,0,1.632873138,1.622660568
30663,0.5,0,1.612551681,1.622660568
30697,0.5,0,1.622660568,1.643191539
30808,0.5,0,1.643191539,1.653617988
30863,0.5,0,1.622660568,1.632873138
30902,0.5,0,1.632873138,1.622660568
31036,0.5,0,1.612551681,1.612551681
31069,0.5,0,1.653617988,1.622660568
31121,0.5,0,1.612551681,1.632873138
31133,0.5,0,1.653617988,1.612551681
31157,0.5,0,1.632873138,1.643191539
31266,0.5,0,1.612551681,1.622660568
31411,0.5,0,1.622660568,1.622660568
31547,0.5,0,1.643191539,1.612551681
31561,0.5,0,1.643191539,1.643191539
31700,0.5,0,1.612551681,1.622660568
31720,0.5,0,1.643191539,1.622660568
31921,0.5,0,1.632873138,1.622660568
31950,0.5,0,1.632873138,1.653617988
31955,0.5,0,1.653617988,1.622660568
31985,0.5,0,1.643191539,1.622660568
32028,0.5,0,1.612551681,1.622660568
32103,0.5,0,1.643191539,1.632873138
32143,0.5,0,1.653617988,1.632873138
32156,0.5,0,1.622660568,1.612551681
32209,0.5,0,1.632873138,1.653617988
32243,0.5,0,1.643191539,1.653617988
32291,0.5,0,1.622660568,1.653617988
32296,0.5,0,1.612551681,1.653617988
32360,0.5,0,1.643191539,1.653617988
32401,0.5,0,1.612551681,1.632873138
32439,0.5,0,1.622660568,1.653617988
32440,0.5,0,1.643191539,1.643191539
32542,0.5,0,1.632873138,1.632873138
32616,0.5,0,1.653617988,1.653617988
32802,0.5,0,1.643191539,1.653617988
32813,0.5,0,1.622660568,1.653617988
32821,0.5,0,1.643191539,1.632873138
32901,0.5,0,1.622660568,1.622660568
33107,0.5,0,1.653617988,1.622660568
33132,0.5,0,1.612551681,1.622660568
33197,0.5,0,1.653617988,1.653617988
33225,0.5,0,1.643191539,1.653617988
33391,0.5,0,1.643191539,1.632873138
33412,0.5,0,1.643191539,1.653617988
33413,0.5,0,1.622660568,1.612551681
33422,0.5,0,1.653617988,1.643191539
33433,0.5,0,1.632873138,1.612551681
33577,0.5,0,1.622660568,1.622660568
33603,0.5,0,1.622660568,1.653617988
33770,0.5,0,1.653617988,1.653617988
33783,0.5,0,1.653617988,1.653617988
33791,0.5,0,1.653617988,1.612551681
33804,0.5,0,1.643191539,1.653617988
33865,0.5,0,1.653617988,1.653617988
33932,0.5,0,1.622660568,1.653617988
33965,0.5,0,1.612551681,1.643191539
34010,0.5,0,1.653617988,1.612551681
34100,0.5,0,1.643191539,1.622660568
34108,0.5,0,1.643191539,1.622660568
34127,0.5,0,1.653617988,1.632873138
34160,0.5,0,1.643191539,1.632873138
34464,0.5,0,1.653617988,1.653617988
34468,0.5,0,1.612551681,1.612551681
34639,0.5,0,1.632873138,1.653617988
34773,0.5,0,1.632873138,1.612551681
34794,0.5,0,1.653617988,1.653617988
34814,0.5,0,1.643191539,1.612551681
34872,0.5,0,1.612551681,1.612551681
34891,0.5,0,1.612551681,1.653617988
34926,0.5,0,1.653617988,1.612551681
35003,0.5,0,1.643191539,1.612551681
35096,0.5,0,1.612551681,1.632873138
35242,0.5,0,1.632873138,1.653617988
35257,0.5,0,1.622660568,1.643191539
35367,0.5,0,1.612551681,1.643191539
35448,0.5,0,1.653617988,1.612551681
35480,0.5,0,1.622660568,1.653617988
35620,0.5,0,1.612551681,1.643191539
35638,0.5,0,1.632873138,1.622660568
35739,0.5,0,1.643191539,1.643191539
35831,0.5,0,1.653617988,1.632873138
35886,0.5,0,1.653617988,1.622660568
35911,0.5,0,1.632873138,1.653617988
36024,0.5,0,1.632873138,1.643191539
36084,0.5,0,1.632873138,1.632873138
36178,0.5,0,1.612551681,1.622660568
36219,0.5,0,1.612551681,1.622660568
36266,0.5,0,1.643191539,1.622660568
36295,0.5,0,1.622660568,1.643191539
36299,0.5,0,1.643191539,1.632873138
36353,0.5,0,1.612551681,1.622660568
36374,0.5,0,1.632873138,1.632873138
36478,0.5,0,1.612551681,1.622660568
36482,0.5,0,1.643191539,1.622660568
36573,0.5,0,1.643191539,1.643191539
36804,0.5,0,1.622660568,1.612551681
36846,0.5,0,1.622660568,1.643191539
36935,0.5,0,1.653617988,1.622660568
36953,0.5,0,1.632873138,1.632873138
36999,0.5,0,1.632873138,1.643191539
37016,0.5,0,1.612551681,1.653617988
37179,0.5,0,1.643191539,1.653617988
37212,0.5,0,1.653617988,1.643191539
37358,0.5,0,1.643191539,1.653617988
37371,0.5,0,1.612551681,1.643191539
37429,0.5,0,1.653617988,1.612551681
37459,0.5,0,1.632873138,1.653617988
37476,0.5,0,1.612551681,1.653617988
37524,0.5,0,1.622660568,1.653617988
37561,0.5,0,1.622660568,1.643191539
37605,0.5,0,1.632873138,1.622660568
37646,0.5,0,1.612551681,1.622660568
37656,0.5,0,1.612551681,1.612551681
37680,0.5,0,1.622660568,1.643191539
37681,0.5,0,1.612551681,1.653617988
37698,0.5,0,1.622660568,1.643191539
37801,0.5,0,1.622660568,1.653617988
37820,0.5,0,1.612551681,1.632873138
37920,0.5,0,1.653617988,1.653617988
37994,0.5,0,1.632873138,1.632873138
38014,0.5,0,1.643191539,1.612551681
38155,0.5,0,1.653617988,1.632873138
38223,0.5,0,1.632873138,1.622660568
38292,0.5,0,1.612551681,1.643191539
38336,0.5,0,1.612551681,1.612551681
38421,0.5,0,1.643191539,1.643191539
38474,0.5,0,1.612551681,1.632873138
38482,0.5,0,1.632873138,1.632873138
38527,0.5,0,1.622660568,1.643191539
38549,0.5,0,1.653617988,1.622660568
38574,0.5,0,1.643191539,1.622660568
38744,0.5,0,1.643191539,1.632873138
38749,0.5,0,1.643191539,1.643191539
38777,0.5,0,1.653617988,1.632873138
38794,0.5,0,1.632873138,1.643191539
38822,0.5,0,1.632873138,1.632873138
38869,0.5,0,1.632873138,1.653617988
38871,0.5,0,1.632873138,1.653617988
38892,0.5,0,1.643191539,1.632873138
38961,0.5,0,1.622660568,1.622660568
39012,0.5,0,1.643191539,1.622660568
39055,0.5,0,1.653617988,1.632873138
39081,0.5,0,1.632873138,1.612551681
39138,0.5,0,1.643191539,1.612551681
39196,0.5,0,1.632873138,1.643191539
39199,0.5,0,1.622660568,1.622660568
39256,0.5,0,1.653617988,1.653617988
39371,0.5,0,1.643191539,1.653617988
39396,0.5,0,1.622660568,1.653617988
39434,0.5,0,1.653617988,1.622660568
39455,0.5,0,1.653617988,1.643191539
39524,0.5,0,1.612551681,1.653617988
39558,0.5,0,1.632873138,1.612551681
39570,0.5,0,1.632873138,1.632873138
39572,0.5,0,1.632873138,1.653617988
39589,0.5,0,1.653617988,1.632873138
39605,0.5,0,1.612551681,1.653617988
39645,0.5,0,1.643191539,1.653617988
39654,0.5,0,1.632873138,1.632873138
39655,0.5,0,1.612551681,1.643191539
39712,0.5,0,1.622660568,1.622660568
39816,0.5,0,1.653617988,1.643191539
39835,0.5,0,1.653617988,1.653617988
39839,0.5,0,1.653617988,1.622660568
39844,0.5,0,1.622660568,1.622660568
39947,0.5,0,1.632873138,1.632873138
40016,0.5,0,1.643191539,1.612551681
40039,0.5,0,1.612551681,1.622660568
40075,0.5,0,1.612551681,1.653617988
40173,0.5,0,1.622660568,1.622660568
40241,0.5,0,1.622660568,1.612551681
40248,0.5,0,1.643191539,1.643191539
40260,0.5,0,1.653617988,1.653617988
40304,0.5,0,1.643191539,1.643191539
40311,0.5,0,1.622660568,1.643191539
40512,0.5,0,1.632873138,1.622660568
40549,0.5,0,1.612551681,1.612551681
40566,0.5,0,1.612551681,1.653617988
40696,0.5,0,1.643191539,1.632873138
40747,0.5,0,1.622660568,1.612551681
40757,0.5,0,1.612551681,1.632873138
40861,0.5,0,1.632873138,1.643191539
40956,0.5,0,1.622660568,1.622660568
41003,0.5,0,1.632873138,1.643191539
41081,0.5,0,1.622660568,1.612551681
41187,0.5,0,1.622660568,1.612551681
41230,0.5,0,1.653617988,1.622660568
41240,0.5,0,1.622660568,1.643191539
41392,0.5,0,1.643191539,1.653617988
41476,0.5,0,1.632873138,1.622660568
41544,0.5,0,1.622660568,1.632873138
41608,0.5,0,1.632873138,1.632873138
41688,0.5,0,1.653617988,1.632873138
41806,0.5,0,1.653617988,1.622660568
41838,0.5,0,1.643191539,1.653617988
42110,0.5,0,1.612551681,1.622660568
42174,0.5,0,1.653617988,1.632873138
42215,0.5,0,1.632873138,1.653617988
42282,0.5,0,1.643191539,1.612551681
42301,0.5,0,1.622660568,1.653617988
